interview__key,interview__id,land_parcels__id,i01_3,i02__0,i02__1,i02__2,i02__3,i02__4,i02__5,i02__6,i02__7,i03,i04,i05,i06,i07__1,i07__2,i07__3,i07__4,i07__5,i07__6,i07__7,i07__8,i07__9,i07__10,i07__11,i07__96,i08,i09,i10,i11,i12,i13
33-13-41-00,b383c46043064195b355cf6cb591f1f0,1,Inherited,1.0,,,,,,,,Nyandarua,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
33-13-41-00,b383c46043064195b355cf6cb591f1f0,2,Purchased,1.0,,,,,,,,Nyandarua,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
86-02-68-15,b6600cd7533542468dbf9e42d7e52ef3,1,Purchased,1.0,,,,,,,,Nyandarua,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
11-55-26-87,b66c2b710ae54cc295d0799516f60e83,1,Purchased,1.0,,,,,,,,Nyandarua,Private,Freehold,Title deed,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
23-30-39-04,f6cc241cf56c41529ae10f945631fef0,1,Purchased,1.0,,,,,,,,Nyandarua,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
65-07-43-67,13cdb58e95f044ae8cf9c23cc30e3cc4,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
08-43-46-57,302400ede5d44ab9a88b8d9d3ede57ee,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
26-97-90-45,1583e5e5de2e42c1b5d9d3134b44a702,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),Yes,,Not at all Likely,
33-42-34-74,19dedc45ae4143918e64c7bcc2410703,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Share certificates,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
10-48-92-21,1d19c092806f4de7963c214f6821e064,1,Allocated By Family Member,1.0,,,,,,,,Nakuru,Private,Squatting,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
90-74-35-12,381fe38ca72d49979b13874b4c909d14,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
79-65-60-23,1f84c7dafb9e4309b77aea965d518929,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
96-31-04-39,3ec7eaac2d984a758df04ab4beeb744c,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
58-33-87-41,406ed94be4c5438287aa870ebbbbd35c,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
58-33-87-41,406ed94be4c5438287aa870ebbbbd35c,2,Rented In Long-Term (&gt; 3 Years),1.0,,,,,,,,Nakuru,Private,Freehold,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
57-78-72-57,541ff954c528452c9e166d20f7cbe7f7,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
53-45-13-31,425f4625f48f446bafbbef34077164d8,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
17-47-49-31,56f087ca139d439ea4893bb9f3fe0d71,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
23-83-51-78,4d978cdb91e0458fb087fbdb289fa567,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
23-83-51-78,4d978cdb91e0458fb087fbdb289fa567,2,Rented In Long-Term (&gt; 3 Years),1.0,,,,,,,,Nakuru,Private,Leasehold,Certificate of lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Moderately Likely,Expiry of Lease Period
95-92-86-62,5751aaf7444443b4b26a97d5b12bc1ec,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Short term lease,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
14-85-16-27,4fd41d1dfe514eb894ba0b408427f598,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
10-22-26-75,57f7adc36f824173bc2c7093459a8d16,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
24-87-71-08,51981bb7a0c24531b78c930394788bb1,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
38-77-69-51,6fd76b6ff0034aa8a0e28b7dcedd904b,1,Inherited,1.0,,,,,,,,Homabay,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Don't Know,,Not at all Likely,
45-40-44-09,7014cb0ba6234f95b7b2cccdc2f50994,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
45-40-44-09,7014cb0ba6234f95b7b2cccdc2f50994,2,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
36-39-06-04,64256a76f1ee40b887ecebd9f501f396,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
41-67-90-63,7a61cb63ad3b4459bf515353a5b2e02a,1,Purchased,1.0,,,,,,,,Nakuru,Community land,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
33-49-27-59,7adcc97c8b4443bbadbae1095cbe509a,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Don't Know,,Don’t Know,
72-78-20-05,7f32f2e0478f4d85b2b7fc043908b4b5,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
09-08-12-65,69c7676889a949e58f7952c2908a712c,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
92-25-45-46,6bf0184d4fd241cd8220b9a30ecb9a9f,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
94-13-61-38,83dbee12da674ae0a73b94187117d5e1,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
98-59-24-06,6c4b7a5980294d92884488f500e857a8,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Transfer,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
78-40-03-05,6dce1c2266fa484380c987d0802a3cc0,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
07-48-63-93,868d0d94ad974910a168621f9e046fc4,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
39-59-89-10,9574922615a84663b8531def550344d3,1,Purchased,2.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
72-46-16-17,874b345d21594f63a2d26500271cf168,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
25-40-41-70,95e244bf3b924e57aaeba3857bd79c70,1,Purchased,2.0,,,,,,,,Narok,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
80-21-33-21,8a54cdfae9bb40659117002fbbef7c8a,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
77-85-73-61,8ac22fca6dda449e818f1d315e96d12d,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
54-17-26-75,962c414bcc584f009b2683e1b579f7f8,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
12-96-51-69,8b1177d79702499799819cc511e981cd,1,Inherited,1.0,,,,,,,,Nakuru,Private,Don't Know,Don't Know,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
99-34-17-58,976156b4f3174f6b966ca29fb13d261e,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,No,Relative,Not at all Likely,
99-34-17-58,976156b4f3174f6b966ca29fb13d261e,2,Rented In Long-Term (&gt; 3 Years),1.0,,,,,,,,Nakuru,Private,Leasehold,Short term lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
38-67-57-27,8e2d6a9b34b545db92b49e39955e6b59,1,Inherited,1.0,2.0,,,,,,,Nakuru,Community land,Squatting,Settlement Scheme legal documents,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Very Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
12-42-21-38,9b49ef10338146448802b972f79e70fc,1,Inherited,1.0,,,,,,,,Nandi,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
56-11-42-96,930a3c1b266449409ba03f4f7bd11635,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Don't Know,,Don’t Know,
56-11-42-96,930a3c1b266449409ba03f4f7bd11635,2,Purchased,2.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
73-61-65-09,9bc6212ef53748008cd0cb5c5443e028,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
41-41-76-86,94c8941241f94bf0b1360b241072f7d7,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
97-57-15-68,9e96ad9c26544667b17293ddef325e3f,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
91-28-65-57,b7499566093141938e74177e06a97b52,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
78-16-06-87,a3bdeea6fee441ec90b600834b543f55,1,Purchased,1.0,2.0,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
34-28-58-38,b90667dbd1be43da834b1885ad2020b2,1,Inherited,2.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
63-54-95-69,bc93046f34de4f28a4445ca4f31709dc,1,Rented In Long-Term (&gt; 3 Years),1.0,,,,,,,,Nakuru,Private,Leasehold,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Owner or Landlord,No,Other (Specify),Slightly Likely,Expiry of Lease Period
42-36-61-59,bd734298674e4a08ac701ac2a83a3d9e,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Extremely Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
03-01-94-59,aab23fe306104b0aa58d83beebdc0601,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Share certificates,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
08-61-46-41,bd9b080d277640089edd386b3add1cfa,1,Inherited,1.0,,,,,,,,Nakuru,Public Land,Squatting,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Cannot be sold,No,Relative,Extremely Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
14-64-82-15,bf4bde5a900341389288cd3ef34dcb7f,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
03-02-81-90,d361623c13a347198e954924da12bf15,1,Inherited,1.0,,,,,,,,Nakuru,Public Land,Squatting,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Cannot be sold,No,Relative,Extremely Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
07-59-73-77,c6e98598559e497b9fd220854f18493f,1,Inherited,1.0,,,,,,,,Nakuru,Private,Don't Know,Don't Know,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
73-74-12-91,cd67319fd6cb4999a6881d03c5ff06fe,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
57-27-46-48,d584dcba7aff46cba0ee84fbad560d48,1,Purchased,1.0,,,,,,,,Nakuru,Community land,Squatting,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Moderately Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
39-53-01-60,d21640df78404cf3a94709d7883ba190,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
39-53-01-60,d21640df78404cf3a94709d7883ba190,2,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
51-16-26-38,daf13f454ede4ff0b0e46d5e5e628ed4,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
51-16-26-38,daf13f454ede4ff0b0e46d5e5e628ed4,2,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
48-07-92-61,daff37078cea4f5880c86c10380a4213,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
30-94-59-45,e0ff35f4840645b9885cd24670e638a7,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,None,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
79-59-55-19,e364da9efeb6449782bbec7bf63893e0,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
79-59-55-19,e364da9efeb6449782bbec7bf63893e0,2,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
54-95-88-19,e14f4006dcf54f9c981b21e29fa887ec,1,Purchased,2.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
54-95-88-19,e14f4006dcf54f9c981b21e29fa887ec,2,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
73-85-72-95,f30be687baad426e973f1ccbbff60308,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
83-85-21-02,e54a36537a21400a895f44e22e458075,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
47-95-44-25,f611ba5b95f349ebb4a7f9608a032f55,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Don't Know,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Don't Know,,Don’t Know,
92-62-96-76,e6396fb17722429390eed68673823ecd,1,Inherited,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
40-43-27-37,fb7ae32c17b341418d60968e5bd6e0ad,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
08-72-57-97,e76a9f5ff5f44aa1b80118b9a4b693a4,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
28-31-60-21,fdc29ef97f174f289a1f0a52071df719,1,Inherited,1.0,,,,,,,,Nakuru,Public Land,Squatting,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Cannot be sold,Yes,,Extremely Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
50-64-13-97,ea62df2ce1a445d3b5041edee6a6b4ac,1,Inherited,1.0,,,,,,,,Nakuru,Public Land,Squatting,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Cannot be sold,Yes,,Extremely Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
41-19-11-77,fde4e7ee2bcd41b6bc39bd79a1073a33,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
05-36-83-90,fe765b3464c84f459e7accfaa583382b,1,Purchased,1.0,,,,,,,,Nakuru,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
39-22-26-51,113877665efa4b83b6201cd10f4ffba5,1,Purchased,1.0,,,,,,,,Embu,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
87-02-32-80,7eee742852b747f9a1a0e18c1ed5b937,1,Purchased,1.0,,,,,,,,Embu,Private,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
87-02-32-80,7eee742852b747f9a1a0e18c1ed5b937,2,Inherited,1.0,,,,,,,,Murang'a,Private,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
32-87-07-75,d11755a8f6894888b68b239bf1f04ce2,1,Inherited,1.0,,,,,,,,Embu,Private,Customary,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
32-87-07-75,d11755a8f6894888b68b239bf1f04ce2,2,Inherited,1.0,,,,,,,,Embu,Private,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
12-77-02-27,96270c5631d247cdac83b3b2617f229d,1,Purchased,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,Cannot be sold,Yes,,Very Likely,"Corruption in land administration system (e.g., forgery of documents etc.)"
12-77-02-27,96270c5631d247cdac83b3b2617f229d,2,Inherited,1.0,,,,,,,,Embu,Private,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
85-54-22-07,3241a11423814aafae7ae1ccf5a6eda7,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,Title deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
57-82-73-92,351a8d3e64eb4481bb2c06605648ec68,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Slightly Likely,Intra-family
50-67-84-13,52a1fa8453e94a8e9c7596ff288c37d1,1,Inherited,1.0,,,,,,,,West Pokot,Community land,Freehold,Don't Know,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
33-43-03-41,32de8e4a34a241e58c527e40b8e0918c,1,Allocated By Family Member,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
79-22-67-24,fa8c674408234b219a0bb877db3f99f5,1,Inherited,1.0,,,,,,,,West Pokot,Community land,Freehold,None,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Yes,,Don’t Know,
23-20-28-63,f7022b94df4d4e4db82c7e7f02c3537c,1,Inherited,1.0,,,,,,,,West Pokot,Community land,Leasehold,None,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don't Know,,Yes,,Extremely Likely,Community/ other conflicts
14-61-13-97,4eb4f1b21ebc4f688c8721e36d12ad75,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
61-13-90-53,5eb18771e95541f7b6b33c4c38cd86b1,1,Inherited,1.0,2.0,,,,,,,West Pokot,Community land,Freehold,None,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Don’t Know,
