interview__key,interview__id,land_parcels__id,i01_3,i02__0,i02__1,i02__2,i02__3,i02__4,i02__5,i02__6,i02__7,i03,i04,i05,i06,i07__1,i07__2,i07__3,i07__4,i07__5,i07__6,i07__7,i07__8,i07__9,i07__10,i07__11,i07__96,i08,i09,i10,i11,i12,i13
49-47-83-74,63d5cb3661724b509bbc10c7150b9e63,1,Allocated By Family Member,1.0,,,,,,,,Nyamira,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
53-62-00-09,9fe7c26054f24ab9979a9a31460156cf,1,Inherited,1.0,,,,,,,,Siaya,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
53-62-00-09,9fe7c26054f24ab9979a9a31460156cf,2,Purchased,1.0,,,,,,,,Siaya,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
53-23-16-04,b244047293f44927ab1eb05fbcf38921,1,Purchased,1.0,,,,,,,,Nyamira,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
73-81-28-64,3314353bc72d467e915c260f82716d62,1,Purchased,1.0,,,,,,,,Kiambu,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Don’t Know,
85-73-25-01,7ffba78cb62648009f50d3d5c66dade0,1,Inherited,1.0,,,,,,,,Kisumu,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
91-61-64-24,bdb1f8db87444251b9e800126bbbd401,1,Allocated By Family Member,1.0,,,,,,,,Nyamira,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
04-46-90-06,c0d84b61e9244e20a1f7272e25ffbc22,1,Allocated By Family Member,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
88-72-81-47,293d501768c44c6098e81b9aa57da941,1,Allocated By  Non Relative,1.0,,,,,,,,Isiolo,Community land,Freehold,None,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
32-43-88-06,2d45cca2a0194fdcae17728a59002caf,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
69-01-46-36,44024cd270964347a5625e669c1f00b6,1,Purchased,1.0,,,,,,,,Baringo,Private,Freehold,Sale Agreement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
49-34-01-93,f49998ef440e415d84fbbfe0d35a49dd,1,Purchased,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
87-69-76-40,8375b510d91144e2bedfa56bc46f454c,1,Purchased,1.0,,,,,,,,Narok,Private,Freehold,Sale Agreement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
96-72-65-06,623ad1c4bd0346bfb7ed0745a892c9d0,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
47-45-48-65,8a0de6c70c8e4e2aa3f7041cfd59f7a3,1,Inherited,1.0,,,,,,,,Vihiga,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
83-40-43-05,77efb01c2d004932b74363cb37338f5a,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
55-43-48-03,ee3b3eba08c04d99a1e382b451914628,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
55-43-48-03,ee3b3eba08c04d99a1e382b451914628,2,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
13-24-85-06,cfcbba311eff46d8839c98e23624b83e,1,Purchased,1.0,,,,,,,,Bungoma,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
36-30-38-22,f147697edf58497897cd3f00eca5256c,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
36-30-38-22,f147697edf58497897cd3f00eca5256c,2,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
20-66-87-65,bba0bc5f47764812ba2b441c8c1a9c5c,1,Purchased,1.0,,,,,,,,Mombasa,Private,Freehold,Transfer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
77-17-50-23,d8970248a38942d283c1e3225355aea8,1,Inherited,1.0,,,,,,,,Kericho,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
81-58-61-31,0ba3cbd74f984169b4c784e346087120,1,Inherited,1.0,,,,,,,,Migori,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
81-58-61-31,0ba3cbd74f984169b4c784e346087120,2,Inherited,1.0,,,,,,,,Trans Nzoia,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
24-93-56-93,eeafadcece4f40a0afb16cdd493cb2bc,1,Inherited,1.0,,,,,,,,Embu,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
31-07-75-16,877b712cc56a4b5997dd379133b1eabe,1,Purchased,1.0,,,,,,,,Kiambu,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
61-11-33-67,93062ee9297240b8890b66a8d0e435ac,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Customary Leader,Yes,,Not at all Likely,
02-82-27-79,499c4538ce93452eab6ee2df9ebb5d0a,1,Purchased,1.0,2.0,,,,,,,Narok,Private,Freehold,Title deed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
02-82-27-79,499c4538ce93452eab6ee2df9ebb5d0a,2,Rented In Short-Term (&lt; 3 Years),1.0,2.0,,,,,,,Narok,Private,Leasehold,Short term lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Very Likely,Expiry of Lease Period
39-30-03-97,ef2c418515f94851aedfe0ff80fd90f4,1,Inherited,1.0,,,,,,,,Kericho,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative ,No,Other (Specify),Not at all Likely,
36-00-10-14,56c38425eff4466c97d4f47b985d9832,1,Inherited,1.0,,,,,,,,Siaya,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
36-00-10-14,56c38425eff4466c97d4f47b985d9832,2,Purchased,1.0,,,,,,,,Kisumu,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
21-22-15-57,abbb56eaefc34576a282822dc5488592,1,Purchased,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Slightly Likely,"Corruption in land administration system (e.g., forgery of documents etc.)"
65-10-74-92,166010e9399248e3972a8ecd904e8512,1,Inherited,1.0,,,,,,,,Siaya,Community land,Customary,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
86-13-24-86,54f813e69bd248538ba8789185797dea,1,Purchased,1.0,,,,,,,,Kericho,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
47-53-08-53,68c689f06d3c4727bc14cae8533e83e3,1,Purchased,1.0,2.0,,,,,,,Nyamira,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,,Yes,,Not at all Likely,
44-70-58-23,6cb88309b1d3449cb8428e117acf516d,1,Inherited,1.0,,,,,,,,Mombasa,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
18-85-28-03,880342ff812b4f28a768d34274d2275c,1,Inherited,1.0,,,,,,,,Elgeyo-Marakwet,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
73-03-80-28,e73566ba8974431896f222a6b3f1e709,1,Inherited,1.0,,,,,,,,Nyamira,Private,Customary,None,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
10-76-06-04,a20c7078b4854120b8ce58e6a190285d,1,Purchased,1.0,,,,,,,,Trans Nzoia,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
50-67-21-24,bde98f20ceba47baa60b090849c4c63f,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Customary Leader,Yes,,Not at all Likely,
28-50-64-31,8be547741691452eb03967099bb44bcc,1,Allocated By Family Member,1.0,,,,,,,,Elgeyo-Marakwet,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,Yes,,Not at all Likely,
85-71-60-09,90d05c525cf9491fa298c93a4b7c4f9a,1,Inherited,1.0,,,,,,,,Kwale,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
03-04-84-30,c9036223dc17427e9d89c391f5baf558,1,Purchased,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
03-04-84-30,c9036223dc17427e9d89c391f5baf558,2,Purchased,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
68-91-30-06,094c470f0c384278b55148e58359c4d2,1,Purchased,1.0,,,,,,,,Laikipia,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
95-29-67-32,0c68a705c78943d4b5ae94c4775e8f07,1,Purchased,1.0,,,,,,,,Siaya,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
95-29-67-32,0c68a705c78943d4b5ae94c4775e8f07,2,Purchased,1.0,,,,,,,,Siaya,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
19-74-96-94,25d7cab49d394df289b567cfad408468,1,Inherited,1.0,,,,,,,,Taita-Taveta,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
52-39-97-00,f5f032da18a74cfc96dc18064f000b53,1,Inherited,1.0,,,,,,,,Kericho,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
62-63-65-37,4acb6b7d719e46c9ba966efaa111b229,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Customary Leader,Yes,,Not at all Likely,
66-75-34-71,1b0bf6a058cb452aabff387a655dba99,1,Inherited,1.0,,,,,,,,Marsabit,Private,Freehold,Settlement Scheme legal documents,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Slightly Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
74-94-47-54,dcb5f93a0a6349458b84b57cda41f9fd,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Customary Leader,Yes,,Not at all Likely,
72-27-96-24,0c20b02cdcd24b4f85fe8623b19241a2,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Slightly Likely,Intra-family
78-60-54-43,6ea0235d324249e59080019d2f5a16e6,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Customary,None,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Customary Leader,Yes,,Not at all Likely,
36-76-44-51,84ff3ffefd4b4ebf8b8ed5d656e52043,1,Purchased,1.0,,,,,,,,Tharaka-Nithi,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Government Official,No,Government Official,Not at all Likely,
90-43-63-97,6aec64491296430eb9402f4c7376cb6e,1,Inherited,1.0,,,,,,,,Narok,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
29-99-69-63,0e8806190e424610bb2beb0515cbca66,1,Inherited,1.0,,,,,,,,Nyeri,Private,Freehold,None,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
35-81-43-51,8657ce384f444548b62b0558d87779fa,1,Inherited,1.0,,,,,,,,Nandi,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
94-76-52-79,e6f24fde7d9e409f8f9ef8ae8e51dd5c,1,Inherited,1.0,,,,,,,,Makueni,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
00-43-74-27,72f128a791214d8fb91a7bb1c0149d31,1,Inherited,1.0,,,,,,,,Narok,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
99-37-78-76,e13a11d6d9e74b82a0206ddf07b412ab,1,Purchased,3.0,,,,,,,,Meru,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
99-37-78-76,e13a11d6d9e74b82a0206ddf07b412ab,3,Purchased,1.0,,,,,,,,Kirinyaga,Private,Freehold,Allotment letters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
83-03-31-67,91d58304446e405ba49e3600d3506ab6,1,Purchased,1.0,,,,,,,,Elgeyo-Marakwet,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
68-58-61-45,f1941a2804114efc8d7b00a00c818915,1,Inherited,1.0,,,,,,,,Marsabit,Private,Freehold,Settlement Scheme legal documents,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Slightly Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
29-20-39-47,f70c25553bf64c6b97c6024a0b74ea92,1,Inherited,1.0,,,,,,,,Marsabit,Private,Freehold,Settlement Scheme legal documents,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Slightly Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
52-10-78-22,9351b66be4b24ec28c8dc89d593dc430,1,Purchased,1.0,,,,,,,,Kisumu,Private,Freehold,Sale Agreement,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
61-34-24-87,d09e12469baa4288932a78ddf97c1cba,1,Inherited,1.0,,,,,,,,Kisumu,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
14-00-69-36,0647f2661f73439781d198fc1a8e678b,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
51-01-07-23,4216bb8c399748c7a65f4c8275a039f2,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
40-75-97-00,3208636b954945dda9d5e39e2052cfcf,1,Inherited,2.0,,,,,,,,Nyeri,Private,Freehold,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
18-76-02-45,9d37ea6d808b436a82207375347e95b5,1,Rented In Short-Term (&lt; 3 Years),1.0,,,,,,,,Narok,Private,Leasehold,Short term lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
99-54-42-70,4d0bf091532040d58e2514421af958d2,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
58-96-71-04,62be80ac4ea142a982437b429e76e0ff,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
11-93-63-17,8da2ff68683d42358d75b962d964589a,1,Inherited,1.0,,,,,,,,Kirinyaga,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Slightly Likely,Intra-family
11-93-63-17,8da2ff68683d42358d75b962d964589a,2,Rented In Short-Term (&lt; 3 Years),1.0,,,,,,,,Kirinyaga,Private,Leasehold,Short term lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Government Official,No,Government Official,Slightly Likely,"Government pronouncement (e.g., compulsory acquisition etc.)"
29-19-70-63,bdf4820221c6453d8e166849c737d826,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
90-06-51-78,dff6d0f940574a8693e2127917b0140d,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
35-00-58-72,f4c7f509519147579588b03bc12c52f7,1,Inherited,1.0,,,,,,,,Busia,Community land,Customary,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
37-13-03-62,6bb871b00600469b8f810f9bad0d08b2,1,Purchased,1.0,,,,,,,,Kisii,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
44-26-02-18,7016dd79cc2945c888f6810372ff354a,1,Purchased,1.0,,,,,,,,Embu,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
44-26-02-18,7016dd79cc2945c888f6810372ff354a,2,Inherited,1.0,,,,,,,,Nyeri,Private,Customary,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,Yes,,Not at all Likely,
35-89-78-45,9f1e0edca09440e991a632762b676f41,1,Inherited,1.0,,,,,,,,Kilifi,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
35-89-78-45,9f1e0edca09440e991a632762b676f41,2,Inherited,1.0,,,,,,,,Kilifi,Private,Freehold,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
35-89-78-45,9f1e0edca09440e991a632762b676f41,3,Inherited,1.0,,,,,,,,Kilifi,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
35-89-78-45,9f1e0edca09440e991a632762b676f41,4,Purchased,1.0,,,,,,,,Kilifi,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
14-92-23-85,79ad554901104bbeb503ada7c27d13ea,1,Inherited,1.0,,,,,,,,Murang'a,Private,Freehold,Transfer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
14-92-23-85,79ad554901104bbeb503ada7c27d13ea,2,Purchased,1.0,,,,,,,,Nairobi City,Private,Freehold,Allotment letters,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
44-11-60-99,0ed03d7b6ce94175adffe33c3d21eb67,1,Purchased,1.0,,,,,,,,Bomet,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
87-78-59-74,a87f52ac343244938929e99d4bb9a709,1,Allocated By Family Member,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
86-99-22-57,3fa0434db436403496b6038943429e02,1,Moved In/use Without Permission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-24-95-01,b1e778e614c94510b16c74025af6479f,1,Allocated By Family Member,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
87-95-20-92,1b9cce4c14644c03b0d869c202b62b24,1,Inherited,1.0,,,,,,,,Kilifi,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
09-17-48-13,83b5482670d34716b674269d50dca1f6,1,Purchased,1.0,,,,,,,,Kericho,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
20-10-29-40,23c496ce19474910abfbe3a012d2dd83,1,Inherited,1.0,,,,,,,,Baringo,Private,Freehold,Title deed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
40-21-18-08,bfbd8624b63848c4a8a7f7664e3d6ddc,1,Allocated By  Non Relative,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Relative,No,Relative,Not at all Likely,
40-21-18-08,bfbd8624b63848c4a8a7f7664e3d6ddc,2,Borrowed For Free,1.0,,,,,,,,Bungoma,Private,Leasehold,Certificate of lease,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Co-owner(s),No,Co-owner(s),Not at all Likely,
80-15-56-54,96d6ca5f73cf49bba1edc4144b46de2f,1,Inherited,1.0,,,,,,,,Taita-Taveta,Private,Freehold,Title deed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
96-61-80-07,64374792db6f41ca845b232f5a922c46,1,Inherited,1.0,,,,,,,,Nakuru,Private,Customary,Title deed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
97-77-58-89,304e78ae89ed48fbacd882053a7f3b65,1,Allocated By Family Member,1.0,,,,,,,,Bungoma,Private,Freehold,Title deed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,,Yes,,Not at all Likely,
