adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource,date
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2011,86.0,,2011-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2011,75.0,,2011-09-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2011,77.47,,2011-10-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2011,76.53,,2011-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2011,96.27,,2011-12-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2012,72.0,,2012-01-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2012,72.0,,2012-02-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2012,74.31,,2012-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2012,78.35,,2012-04-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2012,77.86,,2012-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2012,83.0,,2012-06-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2012,82.0,,2012-07-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2012,81.0,,2012-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2012,84.0,,2012-09-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2012,80.0,,2012-10-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2012,81.0,,2012-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2012,77.0,,2012-12-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2013,60.0,,2013-01-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2013,65.6,,2013-02-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2013,67.0,,2013-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2013,73.0,,2013-04-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2013,76.0,,2013-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2013,75.0,,2013-06-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2013,71.0,,2013-07-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2013,74.0,,2013-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2013,78.0,,2013-09-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2013,77.0,,2013-10-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2013,78.0,,2013-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2013,73.0,,2013-12-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2014,74.0,,2014-01-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2014,78.75,,2014-02-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2014,79.0,,2014-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2014,80.0,,2014-04-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2014,81.0,,2014-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2014,81.0,,2014-06-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2014,77.0,,2014-07-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2014,75.0,,2014-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2014,72.5,,2014-09-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2014,72.5,,2014-10-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2014,76.0,,2014-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2014,66.0,,2014-12-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2015,69.0,,2015-01-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2015,83.1,,2015-01-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2015,104.0,,2015-01-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2015,87.3,,2015-01-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2015,107.0,,2015-02-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2015,71.0,,2015-02-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2015,87.4,,2015-02-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2015,81.9,,2015-02-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2015,112.0,,2015-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2015,75.0,,2015-03-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2015,86.1,,2015-03-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2015,82.2,,2015-03-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2015,88.9,,2015-04-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2015,85.0,,2015-04-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2015,86.0,,2015-04-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2015,105.0,,2015-04-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2015,106.0,,2015-05-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2015,93.0,,2015-05-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2015,90.0,,2015-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2015,90.0,,2015-05-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2015,113.0,,2015-06-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2015,91.0,,2015-06-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2015,95.0,,2015-06-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2015,95.0,,2015-06-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2015,105.0,,2015-07-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2015,96.0,,2015-07-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2015,96.0,,2015-07-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2015,79.0,,2015-07-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2015,96.0,,2015-08-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2015,91.0,,2015-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2015,78.0,,2015-08-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,8,2015,102.0,,2015-08-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2015,74.0,,2015-09-01
