date,commodity,region,market,price_mean,price_std,obs_count,market_id,currency
2006-01-01,Beans (dry) - Retail,Eastern,Kitui,39.0,,1,187,KES
2006-01-01,Beans - Wholesale,Coast,Mombasa,33.63,,1,191,KES
2006-01-01,Beans - Wholesale,Nairobi,Nairobi,42.311,,1,184,KES
2006-01-01,Beans - Wholesale,Nyanza,Kisumu,39.608,,1,186,KES
2006-01-01,Beans - Wholesale,Rift Valley,Eldoret town,45.854,,1,185,KES
2006-01-01,Maize (white) - Retail,Eastern,Kitui,17.0,,1,187,KES
2006-01-01,Maize (white) - Retail,Eastern,Marsabit,21.0,,1,190,KES
2006-01-01,Maize (white) - Retail,North Eastern,Mandera,30.0,,1,189,KES
2006-01-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),26.0,,1,188,KES
2006-01-01,Maize - Wholesale,Coast,Mombasa,16.131,,1,191,KES
2006-01-01,Maize - Wholesale,Nairobi,Nairobi,15.483,,1,184,KES
2006-01-01,Maize - Wholesale,Nyanza,Kisumu,14.835,,1,186,KES
2006-01-01,Maize - Wholesale,Rift Valley,Eldoret town,12.963,,1,185,KES
2006-01-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,22.0,,1,184,KES
2006-01-01,Oil (vegetable) - Retail,Nairobi,Nairobi,115.0,,1,184,KES
2006-02-01,Beans (dry) - Retail,Eastern,Kitui,42.0,,1,187,KES
2006-02-01,Beans - Wholesale,Coast,Mombasa,39.478,,1,191,KES
2006-02-01,Beans - Wholesale,Nairobi,Nairobi,47.1,,1,184,KES
2006-02-01,Beans - Wholesale,Nyanza,Kisumu,42.794,,1,186,KES
2006-02-01,Beans - Wholesale,Rift Valley,Eldoret town,44.02,,1,185,KES
2006-02-01,Maize (white) - Retail,Eastern,Kitui,18.0,,1,187,KES
2006-02-01,Maize (white) - Retail,Eastern,Marsabit,22.0,,1,190,KES
2006-02-01,Maize (white) - Retail,North Eastern,Mandera,29.0,,1,189,KES
2006-02-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),28.0,,1,188,KES
2006-02-01,Maize - Wholesale,Coast,Mombasa,16.405,,1,191,KES
2006-02-01,Maize - Wholesale,Nairobi,Nairobi,16.405,,1,184,KES
2006-02-01,Maize - Wholesale,Nyanza,Kisumu,17.831,,1,186,KES
2006-02-01,Maize - Wholesale,Rift Valley,Eldoret town,13.124,,1,185,KES
2006-02-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,25.0,,1,184,KES
2006-02-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-03-01,Beans (dry) - Retail,Eastern,Kitui,47.0,,1,187,KES
2006-03-01,Beans - Wholesale,Coast,Mombasa,44.686,,1,191,KES
2006-03-01,Beans - Wholesale,Nairobi,Nairobi,42.311,,1,184,KES
2006-03-01,Beans - Wholesale,Nyanza,Kisumu,54.522,,1,186,KES
2006-03-01,Beans - Wholesale,Rift Valley,Eldoret town,50.541,,1,185,KES
2006-03-01,Maize (white) - Retail,Eastern,Kitui,18.0,,1,187,KES
2006-03-01,Maize (white) - Retail,Eastern,Marsabit,22.0,,1,190,KES
2006-03-01,Maize (white) - Retail,North Eastern,Mandera,27.0,,1,189,KES
2006-03-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),27.0,,1,188,KES
2006-03-01,Maize - Wholesale,Coast,Mombasa,16.982,,1,191,KES
2006-03-01,Maize - Wholesale,Nairobi,Nairobi,16.91,,1,184,KES
2006-03-01,Maize - Wholesale,Nyanza,Kisumu,14.751,,1,186,KES
2006-03-01,Maize - Wholesale,Rift Valley,Eldoret town,13.312,,1,185,KES
2006-03-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,25.0,,1,184,KES
2006-03-01,Oil (vegetable) - Retail,Nairobi,Nairobi,108.0,,1,184,KES
2006-04-01,Beans (dry) - Retail,Eastern,Kitui,53.0,,1,187,KES
2006-04-01,Beans - Wholesale,Coast,Mombasa,43.837,,1,191,KES
2006-04-01,Beans - Wholesale,Nairobi,Nairobi,47.1,,1,184,KES
2006-04-01,Beans - Wholesale,Nyanza,Kisumu,50.15,,1,186,KES
2006-04-01,Beans - Wholesale,Rift Valley,Eldoret town,48.605,,1,185,KES
2006-04-01,Maize (white) - Retail,Eastern,Kitui,19.0,,1,187,KES
2006-04-01,Maize (white) - Retail,Eastern,Marsabit,24.0,,1,190,KES
2006-04-01,Maize (white) - Retail,North Eastern,Mandera,28.0,,1,189,KES
2006-04-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2006-04-01,Maize - Wholesale,Coast,Mombasa,17.166,,1,191,KES
2006-04-01,Maize - Wholesale,Nairobi,Nairobi,17.024,,1,184,KES
2006-04-01,Maize - Wholesale,Nyanza,Kisumu,16.598,,1,186,KES
2006-04-01,Maize - Wholesale,Rift Valley,Eldoret town,14.187,,1,185,KES
2006-04-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,25.0,,1,184,KES
2006-04-01,Oil (vegetable) - Retail,Nairobi,Nairobi,110.0,,1,184,KES
2006-05-01,Beans (dry) - Retail,Eastern,Kitui,51.0,,1,187,KES
2006-05-01,Beans - Wholesale,Coast,Mombasa,39.734,,1,191,KES
2006-05-01,Beans - Wholesale,Nairobi,Nairobi,49.72,,1,184,KES
2006-05-01,Beans - Wholesale,Nyanza,Kisumu,48.091,,1,186,KES
2006-05-01,Beans - Wholesale,Rift Valley,Eldoret town,53.598,,1,185,KES
2006-05-01,Maize (white) - Retail,Eastern,Kitui,22.0,,1,187,KES
2006-05-01,Maize (white) - Retail,Eastern,Marsabit,22.0,,1,190,KES
2006-05-01,Maize (white) - Retail,North Eastern,Mandera,25.0,,1,189,KES
2006-05-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),26.0,,1,188,KES
2006-05-01,Maize - Wholesale,Coast,Mombasa,19.123,,1,191,KES
2006-05-01,Maize - Wholesale,Nairobi,Nairobi,17.707,,1,184,KES
2006-05-01,Maize - Wholesale,Nyanza,Kisumu,18.769,,1,186,KES
2006-05-01,Maize - Wholesale,Rift Valley,Eldoret town,15.582,,1,185,KES
2006-05-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,25.0,,1,184,KES
2006-05-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-06-01,Beans (dry) - Retail,Eastern,Kitui,53.0,,1,187,KES
2006-06-01,Beans - Wholesale,Coast,Mombasa,28.225,,1,191,KES
2006-06-01,Beans - Wholesale,Nairobi,Nairobi,33.067,,1,184,KES
2006-06-01,Beans - Wholesale,Nyanza,Kisumu,38.511,,1,186,KES
2006-06-01,Beans - Wholesale,Rift Valley,Eldoret town,46.057,,1,185,KES
2006-06-01,Maize (white) - Retail,Eastern,Kitui,22.0,,1,187,KES
2006-06-01,Maize (white) - Retail,Eastern,Marsabit,20.0,,1,190,KES
2006-06-01,Maize (white) - Retail,North Eastern,Mandera,22.0,,1,189,KES
2006-06-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),27.0,,1,188,KES
2006-06-01,Maize - Wholesale,Coast,Mombasa,20.099,,1,191,KES
2006-06-01,Maize - Wholesale,Nairobi,Nairobi,16.959,,1,184,KES
2006-06-01,Maize - Wholesale,Nyanza,Kisumu,19.296,,1,186,KES
2006-06-01,Maize - Wholesale,Rift Valley,Eldoret town,17.031,,1,185,KES
2006-06-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,22.0,,1,184,KES
2006-06-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-07-01,Beans (dry) - Retail,Eastern,Kitui,51.0,,1,187,KES
2006-07-01,Beans - Wholesale,Coast,Mombasa,30.15,,1,191,KES
2006-07-01,Beans - Wholesale,Nairobi,Nairobi,30.296,,1,184,KES
2006-07-01,Beans - Wholesale,Nyanza,Kisumu,34.775,,1,186,KES
2006-07-01,Beans - Wholesale,Rift Valley,Eldoret town,41.434,,1,185,KES
2006-07-01,Maize (white) - Retail,Eastern,Kitui,22.0,,1,187,KES
2006-07-01,Maize (white) - Retail,Eastern,Marsabit,21.0,,1,190,KES
2006-07-01,Maize (white) - Retail,North Eastern,Mandera,23.0,,1,189,KES
2006-07-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),26.0,,1,188,KES
2006-07-01,Maize - Wholesale,Coast,Mombasa,19.924,,1,191,KES
2006-07-01,Maize - Wholesale,Nairobi,Nairobi,18.61,,1,184,KES
2006-07-01,Maize - Wholesale,Nyanza,Kisumu,17.26,,1,186,KES
2006-07-01,Maize - Wholesale,Rift Valley,Eldoret town,16.557,,1,185,KES
2006-07-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,22.0,,1,184,KES
2006-07-01,Oil (vegetable) - Retail,Nairobi,Nairobi,115.0,,1,184,KES
2006-08-01,Beans (dry) - Retail,Eastern,Kitui,42.0,,1,187,KES
2006-08-01,Beans - Wholesale,Coast,Mombasa,30.588,,1,191,KES
2006-08-01,Beans - Wholesale,Nairobi,Nairobi,30.588,,1,184,KES
2006-08-01,Beans - Wholesale,Nyanza,Kisumu,30.121,,1,186,KES
2006-08-01,Beans - Wholesale,Rift Valley,Eldoret town,29.392,,1,185,KES
2006-08-01,Maize (white) - Retail,Eastern,Kitui,21.0,,1,187,KES
2006-08-01,Maize (white) - Retail,Eastern,Marsabit,22.0,,1,190,KES
2006-08-01,Maize (white) - Retail,North Eastern,Mandera,23.0,,1,189,KES
2006-08-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),27.0,,1,188,KES
2006-08-01,Maize - Wholesale,Coast,Mombasa,15.306,,1,191,KES
2006-08-01,Maize - Wholesale,Nairobi,Nairobi,17.502,,1,184,KES
2006-08-01,Maize - Wholesale,Nyanza,Kisumu,15.241,,1,186,KES
2006-08-01,Maize - Wholesale,Rift Valley,Eldoret town,17.083,,1,185,KES
2006-08-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2006-08-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-09-01,Beans (dry) - Retail,Eastern,Kitui,42.0,,1,187,KES
2006-09-01,Beans - Wholesale,Coast,Mombasa,32.57,,1,191,KES
2006-09-01,Beans - Wholesale,Nairobi,Nairobi,34.751,,1,184,KES
2006-09-01,Beans - Wholesale,Nyanza,Kisumu,30.736,,1,186,KES
2006-09-01,Beans - Wholesale,Rift Valley,Eldoret town,36.49,,1,185,KES
2006-09-01,Maize (white) - Retail,Eastern,Kitui,19.0,,1,187,KES
2006-09-01,Maize (white) - Retail,Eastern,Marsabit,20.0,,1,190,KES
2006-09-01,Maize (white) - Retail,North Eastern,Mandera,22.0,,1,189,KES
2006-09-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),29.0,,1,188,KES
2006-09-01,Maize - Wholesale,Coast,Mombasa,11.771,,1,191,KES
2006-09-01,Maize - Wholesale,Nairobi,Nairobi,14.797,,1,184,KES
2006-09-01,Maize - Wholesale,Nyanza,Kisumu,13.598,,1,186,KES
2006-09-01,Maize - Wholesale,Rift Valley,Eldoret town,12.528,,1,185,KES
2006-09-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2006-09-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-10-01,Beans (dry) - Retail,Eastern,Kitui,44.0,,1,187,KES
2006-10-01,Beans - Wholesale,Coast,Mombasa,32.633,,1,191,KES
2006-10-01,Beans - Wholesale,Nairobi,Nairobi,35.799,,1,184,KES
2006-10-01,Beans - Wholesale,Nyanza,Kisumu,30.938,,1,186,KES
2006-10-01,Beans - Wholesale,Rift Valley,Eldoret town,38.177,,1,185,KES
2006-10-01,Maize (white) - Retail,Eastern,Kitui,19.0,,1,187,KES
2006-10-01,Maize (white) - Retail,Eastern,Marsabit,21.0,,1,190,KES
2006-10-01,Maize (white) - Retail,North Eastern,Mandera,23.0,,1,189,KES
2006-10-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2006-10-01,Maize - Wholesale,Coast,Mombasa,12.487,,1,191,KES
2006-10-01,Maize - Wholesale,Nairobi,Nairobi,14.342,,1,184,KES
2006-10-01,Maize - Wholesale,Nyanza,Kisumu,13.67,,1,186,KES
2006-10-01,Maize - Wholesale,Rift Valley,Eldoret town,11.768,,1,185,KES
2006-10-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2006-10-01,Oil (vegetable) - Retail,Nairobi,Nairobi,120.0,,1,184,KES
2006-11-01,Beans (dry) - Retail,Eastern,Kitui,44.0,,1,187,KES
2006-11-01,Beans - Wholesale,Coast,Mombasa,29.896,,1,191,KES
2006-11-01,Beans - Wholesale,Nairobi,Nairobi,34.032,,1,184,KES
2006-11-01,Beans - Wholesale,Nyanza,Kisumu,31.469,,1,186,KES
2006-11-01,Beans - Wholesale,Rift Valley,Eldoret town,42.217,,1,185,KES
2006-11-01,Maize (white) - Retail,Eastern,Kitui,19.0,,1,187,KES
2006-11-01,Maize (white) - Retail,Eastern,Marsabit,20.0,,1,190,KES
2006-11-01,Maize (white) - Retail,North Eastern,Mandera,31.0,,1,189,KES
2006-11-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),28.0,,1,188,KES
2006-11-01,Maize - Wholesale,Coast,Mombasa,12.679,,1,191,KES
2006-11-01,Maize - Wholesale,Nairobi,Nairobi,14.186,,1,184,KES
2006-11-01,Maize - Wholesale,Nyanza,Kisumu,14.001,,1,186,KES
2006-11-01,Maize - Wholesale,Rift Valley,Eldoret town,10.9,,1,185,KES
2006-11-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2006-11-01,Oil (vegetable) - Retail,Nairobi,Nairobi,135.0,,1,184,KES
2006-12-01,Beans (dry) - Retail,Eastern,Kitui,44.0,,1,187,KES
2006-12-01,Beans - Wholesale,Coast,Mombasa,27.812,,1,191,KES
2006-12-01,Beans - Wholesale,Nairobi,Nairobi,31.976,,1,184,KES
2006-12-01,Beans - Wholesale,Nyanza,Kisumu,34.713,,1,186,KES
2006-12-01,Beans - Wholesale,Rift Valley,Eldoret town,40.759,,1,185,KES
2006-12-01,Maize (white) - Retail,Eastern,Kitui,20.0,,1,187,KES
2006-12-01,Maize (white) - Retail,Eastern,Marsabit,20.0,,1,190,KES
2006-12-01,Maize (white) - Retail,North Eastern,Mandera,28.0,,1,189,KES
2006-12-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),28.0,,1,188,KES
2006-12-01,Maize - Wholesale,Coast,Mombasa,12.733,,1,191,KES
2006-12-01,Maize - Wholesale,Nairobi,Nairobi,13.342,,1,184,KES
2006-12-01,Maize - Wholesale,Nyanza,Kisumu,15.252,,1,186,KES
2006-12-01,Maize - Wholesale,Rift Valley,Eldoret town,11.272,,1,185,KES
2006-12-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,24.0,,1,184,KES
2006-12-01,Oil (vegetable) - Retail,Nairobi,Nairobi,140.0,,1,184,KES
2007-01-01,Beans (dry) - Retail,Eastern,Kitui,37.0,,1,187,KES
2007-01-01,Beans - Wholesale,Coast,Mombasa,33.174,,1,191,KES
2007-01-01,Beans - Wholesale,Nairobi,Nairobi,33.382,,1,184,KES
2007-01-01,Beans - Wholesale,Nyanza,Kisumu,38.204,,1,186,KES
2007-01-01,Beans - Wholesale,Rift Valley,Eldoret town,43.469,,1,185,KES
2007-01-01,Maize (white) - Retail,Eastern,Kitui,18.0,,1,187,KES
2007-01-01,Maize (white) - Retail,Eastern,Marsabit,16.0,,1,190,KES
2007-01-01,Maize (white) - Retail,North Eastern,Mandera,20.0,,1,189,KES
2007-01-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2007-01-01,Maize - Wholesale,Coast,Mombasa,11.664,,1,191,KES
2007-01-01,Maize - Wholesale,Nairobi,Nairobi,14.997,,1,184,KES
2007-01-01,Maize - Wholesale,Nyanza,Kisumu,15.466,,1,186,KES
2007-01-01,Maize - Wholesale,Rift Valley,Eldoret town,10.706,,1,185,KES
2007-01-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-01-01,Oil (vegetable) - Retail,Nairobi,Nairobi,130.0,,1,184,KES
2007-02-01,Beans (dry) - Retail,Eastern,Kitui,30.0,,1,187,KES
2007-02-01,Beans - Wholesale,Coast,Mombasa,33.358,,1,191,KES
2007-02-01,Beans - Wholesale,Nairobi,Nairobi,31.35,,1,184,KES
2007-02-01,Beans - Wholesale,Nyanza,Kisumu,34.483,,1,186,KES
2007-02-01,Beans - Wholesale,Rift Valley,Eldoret town,46.45,,1,185,KES
2007-02-01,Maize (white) - Retail,Eastern,Kitui,17.0,,1,187,KES
2007-02-01,Maize (white) - Retail,Eastern,Marsabit,16.0,,1,190,KES
2007-02-01,Maize (white) - Retail,North Eastern,Mandera,23.0,,1,189,KES
2007-02-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2007-02-01,Maize - Wholesale,Coast,Mombasa,12.244,,1,191,KES
2007-02-01,Maize - Wholesale,Nairobi,Nairobi,14.693,,1,184,KES
2007-02-01,Maize - Wholesale,Nyanza,Kisumu,15.454,,1,186,KES
2007-02-01,Maize - Wholesale,Rift Valley,Eldoret town,10.427,,1,185,KES
2007-02-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-02-01,Oil (vegetable) - Retail,Nairobi,Nairobi,135.0,,1,184,KES
2007-03-01,Beans (dry) - Retail,Eastern,Kitui,23.0,,1,187,KES
2007-03-01,Beans - Wholesale,Coast,Mombasa,33.487,,1,191,KES
2007-03-01,Beans - Wholesale,Nairobi,Nairobi,33.963,,1,184,KES
2007-03-01,Beans - Wholesale,Nyanza,Kisumu,38.564,,1,186,KES
2007-03-01,Beans - Wholesale,Rift Valley,Eldoret town,42.176,,1,185,KES
2007-03-01,Maize (white) - Retail,Eastern,Kitui,8.0,,1,187,KES
2007-03-01,Maize (white) - Retail,Eastern,Marsabit,14.0,,1,190,KES
2007-03-01,Maize (white) - Retail,North Eastern,Mandera,22.0,,1,189,KES
2007-03-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2007-03-01,Maize - Wholesale,Coast,Mombasa,11.427,,1,191,KES
2007-03-01,Maize - Wholesale,Nairobi,Nairobi,13.27,,1,184,KES
2007-03-01,Maize - Wholesale,Nyanza,Kisumu,15.03,,1,186,KES
2007-03-01,Maize - Wholesale,Rift Valley,Eldoret town,10.797,,1,185,KES
2007-03-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-03-01,Oil (vegetable) - Retail,Nairobi,Nairobi,135.0,,1,184,KES
2007-04-01,Beans (dry) - Retail,Eastern,Kitui,30.0,,1,187,KES
2007-04-01,Beans - Wholesale,Coast,Mombasa,33.89,,1,191,KES
2007-04-01,Beans - Wholesale,Nairobi,Nairobi,32.289,,1,184,KES
2007-04-01,Beans - Wholesale,Nyanza,Kisumu,39.572,,1,186,KES
2007-04-01,Beans - Wholesale,Rift Valley,Eldoret town,46.567,,1,185,KES
2007-04-01,Maize (white) - Retail,Eastern,Kitui,8.0,,1,187,KES
2007-04-01,Maize (white) - Retail,Eastern,Marsabit,12.0,,1,190,KES
2007-04-01,Maize (white) - Retail,North Eastern,Mandera,26.0,,1,189,KES
2007-04-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),31.0,,1,188,KES
2007-04-01,Maize - Wholesale,Coast,Mombasa,11.688,,1,191,KES
2007-04-01,Maize - Wholesale,Nairobi,Nairobi,12.71,,1,184,KES
2007-04-01,Maize - Wholesale,Nyanza,Kisumu,13.304,,1,186,KES
2007-04-01,Maize - Wholesale,Rift Valley,Eldoret town,12.761,,1,185,KES
2007-04-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-04-01,Oil (vegetable) - Retail,Nairobi,Nairobi,130.0,,1,184,KES
2007-05-01,Beans (dry) - Retail,Eastern,Kitui,34.0,,1,187,KES
2007-05-01,Beans - Wholesale,Coast,Mombasa,34.367,,1,191,KES
2007-05-01,Beans - Wholesale,Nairobi,Nairobi,33.217,,1,184,KES
2007-05-01,Beans - Wholesale,Nyanza,Kisumu,34.961,,1,186,KES
2007-05-01,Beans - Wholesale,Rift Valley,Eldoret town,45.854,,1,185,KES
2007-05-01,Maize (white) - Retail,Eastern,Kitui,8.0,,1,187,KES
2007-05-01,Maize (white) - Retail,Eastern,Marsabit,15.0,,1,190,KES
2007-05-01,Maize (white) - Retail,North Eastern,Mandera,33.0,,1,189,KES
2007-05-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),29.0,,1,188,KES
2007-05-01,Maize - Wholesale,Coast,Mombasa,11.637,,1,191,KES
2007-05-01,Maize - Wholesale,Nairobi,Nairobi,13.525,,1,184,KES
2007-05-01,Maize - Wholesale,Nyanza,Kisumu,14.241,,1,186,KES
2007-05-01,Maize - Wholesale,Rift Valley,Eldoret town,12.54,,1,185,KES
2007-05-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-05-01,Oil (vegetable) - Retail,Nairobi,Nairobi,130.0,,1,184,KES
2007-06-01,Beans (dry) - Retail,Eastern,Kitui,35.0,,1,187,KES
2007-06-01,Beans - Wholesale,Coast,Mombasa,35.577,,1,191,KES
2007-06-01,Beans - Wholesale,Nairobi,Nairobi,33.66,,1,184,KES
2007-06-01,Beans - Wholesale,Nyanza,Kisumu,35.101,,1,186,KES
2007-06-01,Beans - Wholesale,Rift Valley,Eldoret town,47.28,,1,185,KES
2007-06-01,Maize (white) - Retail,Eastern,Kitui,9.0,,1,187,KES
2007-06-01,Maize (white) - Retail,Eastern,Marsabit,15.0,,1,190,KES
2007-06-01,Maize (white) - Retail,North Eastern,Mandera,29.0,,1,189,KES
2007-06-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2007-06-01,Maize - Wholesale,Coast,Mombasa,13.161,,1,191,KES
2007-06-01,Maize - Wholesale,Nairobi,Nairobi,13.174,,1,184,KES
2007-06-01,Maize - Wholesale,Nyanza,Kisumu,14.139,,1,186,KES
2007-06-01,Maize - Wholesale,Rift Valley,Eldoret town,13.154,,1,185,KES
2007-06-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-06-01,Oil (vegetable) - Retail,Nairobi,Nairobi,125.0,,1,184,KES
2007-07-01,Beans (dry) - Retail,Eastern,Kitui,35.0,,1,187,KES
2007-07-01,Beans - Wholesale,Coast,Mombasa,36.464,,1,191,KES
2007-07-01,Beans - Wholesale,Nairobi,Nairobi,35.378,,1,184,KES
2007-07-01,Beans - Wholesale,Nyanza,Kisumu,41.217,,1,186,KES
2007-07-01,Beans - Wholesale,Rift Valley,Eldoret town,47.201,,1,185,KES
2007-07-01,Maize (white) - Retail,Eastern,Kitui,9.0,,1,187,KES
2007-07-01,Maize (white) - Retail,Eastern,Marsabit,15.0,,1,190,KES
2007-07-01,Maize (white) - Retail,North Eastern,Mandera,25.0,,1,189,KES
2007-07-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),30.0,,1,188,KES
2007-07-01,Maize - Wholesale,Coast,Mombasa,13.202,,1,191,KES
2007-07-01,Maize - Wholesale,Nairobi,Nairobi,13.401,,1,184,KES
2007-07-01,Maize - Wholesale,Nyanza,Kisumu,14.747,,1,186,KES
2007-07-01,Maize - Wholesale,Rift Valley,Eldoret town,13.106,,1,185,KES
2007-07-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,20.0,,1,184,KES
2007-07-01,Oil (vegetable) - Retail,Nairobi,Nairobi,140.0,,1,184,KES
2007-08-01,Beans (dry) - Retail,Eastern,Kitui,35.0,,1,187,KES
2007-08-01,Beans - Wholesale,Coast,Mombasa,36.763,,1,191,KES
2007-08-01,Beans - Wholesale,Nairobi,Nairobi,33.648,,1,184,KES
2007-08-01,Beans - Wholesale,Nyanza,Kisumu,43.897,,1,186,KES
2007-08-01,Beans - Wholesale,Rift Valley,Eldoret town,45.548,,1,185,KES
2007-08-01,Maize (white) - Retail,Eastern,Kitui,9.0,,1,187,KES
2007-08-01,Maize (white) - Retail,Eastern,Marsabit,15.0,,1,190,KES
2007-08-01,Maize (white) - Retail,North Eastern,Mandera,30.0,,1,189,KES
2007-08-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),28.0,,1,188,KES
2007-08-01,Maize - Wholesale,Coast,Mombasa,13.171,,1,191,KES
2007-08-01,Maize - Wholesale,Nairobi,Nairobi,13.171,,1,184,KES
2007-08-01,Maize - Wholesale,Nyanza,Kisumu,15.358,,1,186,KES
2007-08-01,Maize - Wholesale,Rift Valley,Eldoret town,13.022,,1,185,KES
2007-08-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,22.0,,1,184,KES
2007-08-01,Oil (vegetable) - Retail,Nairobi,Nairobi,140.0,,1,184,KES
2007-09-01,Beans (dry) - Retail,Eastern,Kitui,35.0,,1,187,KES
2007-09-01,Beans - Wholesale,Coast,Mombasa,38.845,,1,191,KES
2007-09-01,Beans - Wholesale,Nairobi,Nairobi,35.891,,1,184,KES
2007-09-01,Beans - Wholesale,Nyanza,Kisumu,49.691,,1,186,KES
2007-09-01,Beans - Wholesale,Rift Valley,Eldoret town,41.166,,1,185,KES
2007-09-01,Maize (white) - Retail,Eastern,Kitui,9.0,,1,187,KES
2007-09-01,Maize (white) - Retail,Eastern,Marsabit,18.0,,1,190,KES
2007-09-01,Maize (white) - Retail,North Eastern,Mandera,29.0,,1,189,KES
2007-09-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),28.0,,1,188,KES
2007-09-01,Maize - Wholesale,Coast,Mombasa,13.634,,1,191,KES
2007-09-01,Maize - Wholesale,Nairobi,Nairobi,13.488,,1,184,KES
2007-09-01,Maize - Wholesale,Nyanza,Kisumu,13.959,,1,186,KES
2007-09-01,Maize - Wholesale,Rift Valley,Eldoret town,12.685,,1,185,KES
2007-09-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,22.0,,1,184,KES
2007-09-01,Oil (vegetable) - Retail,Nairobi,Nairobi,135.0,,1,184,KES
2007-10-01,Beans (dry) - Retail,Eastern,Kitui,35.0,,1,187,KES
2007-10-01,Beans - Wholesale,Coast,Mombasa,37.157,,1,191,KES
2007-10-01,Beans - Wholesale,Nairobi,Nairobi,35.094,,1,184,KES
2007-10-01,Beans - Wholesale,Nyanza,Kisumu,46.057,,1,186,KES
2007-10-01,Beans - Wholesale,Rift Valley,Eldoret town,44.767,,1,185,KES
2007-10-01,Maize (white) - Retail,Eastern,Kitui,9.0,,1,187,KES
2007-10-01,Maize (white) - Retail,Eastern,Marsabit,15.0,,1,190,KES
2007-10-01,Maize (white) - Retail,North Eastern,Mandera,31.0,,1,189,KES
2007-10-01,Maize (white) - Retail,Rift Valley,Lodwar (Turkana),27.0,,1,188,KES
2007-10-01,Maize - Wholesale,Coast,Mombasa,13.12,,1,191,KES
2007-10-01,Maize - Wholesale,Nairobi,Nairobi,13.433,,1,184,KES
2007-10-01,Maize - Wholesale,Nyanza,Kisumu,13.826,,1,186,KES
2007-10-01,Maize - Wholesale,Rift Valley,Eldoret town,13.27,,1,185,KES
2007-10-01,"Milk (cow, pasteurized) - Retail",Nairobi,Nairobi,23.0,,1,184,KES
2007-10-01,Oil (vegetable) - Retail,Nairobi,Nairobi,135.0,,1,184,KES
