date,forecast
2020-01-01,58.9771618862396
2020-02-01,59.789573682211696
2020-03-01,60.48451750483025
2020-04-01,61.00872872642852
2020-05-01,62.025238705856374
2020-06-01,62.0407910626718
2020-07-01,60.517774399343196
2020-08-01,57.9946589598391
2020-09-01,57.276099603747035
2020-10-01,56.32882280032022
2020-11-01,56.075213667036664
2020-12-01,55.11168491491549
